date,url,text
2015/06,6/21/15,Washington Nationals signed RHPTommy Peterson.
2015/06,6/21/15,Washington Nationals signed free agent 3BChris Nelsonto a minor league contract.
2015/06,6/22/15,Washington Nationals signed RHPRussell Harmening.
2015/06,6/23/15,Washington Nationals activated RHPStephen Strasburgfrom the 15-day disabled list.
2015/06,6/23/15,Washington Nationals optioned RHPJoe Rossto Syracuse Chiefs.
2015/06,6/25/15,Washington Nationals signed LHPTaylor Guilbeau.
2015/06,6/25/15,Washington Nationals signed RHPCalvin Copping.
2015/06,6/25/15,Washington Nationals signed RHPKoda Glover.
2015/06,6/25/15,Washington Nationals signed OFAndrew Stevenson.
2015/06,6/25/15,Washington Nationals signedTaylor Hearn.
2015/06,6/25/15,Washington Nationals signed RHPKevin Mooney.
2015/06,6/26/15,"Washington Nationals placed 2BAnthony Rendonon the 15-day disabled list retroactive to June 25, 2015. Left quadriceps strain"
2015/06,6/26/15,Washington Nationals transferred LFReed Johnsonfrom the 15-day disabled list to the 60-day disabled list. Torn tendon in his left calf
2015/06,6/26/15,Washington Nationals signed RHPMatt Pirro.
2015/06,6/26/15,Washington Nationals selected the contract of 2BEmmanuel Burrissfrom Syracuse Chiefs.
2015/06,6/27/15,Washington Nationals signed RHPAndrew Lee.
2015/06,6/27/15,Washington Nationals signed 3BDalton DiNatale.
2015/06,6/28/15,Washington Nationals recalledWilmer Difofrom Harrisburg Senators.
2015/06,6/29/15,Washington Nationals optioned SSWilmer Difoto Harrisburg Senators.
2015/06,6/29/15,Washington Nationals signed free agent RHPCarlos Penato a minor league contract.
2015/06,6/30/15,Washington Nationals signed SSMax Schrock.
2015/06,6/30/15,Washington Nationals signed 2BMelvin Rodriguez.
2015/06,6/30/15,Washington Nationals signed 2BJake Jefferies.
2015/05,5/7/15,Washington Nationals sent RHPCasey Janssenon a rehab assignment to Potomac Nationals.
2015/05,5/8/15,Washington Nationals sent RHPErik Davison a rehab assignment to Potomac Nationals.
2015/05,5/10/15,Washington Nationals signed free agent RHPHector Ambrizto a minor league contract.
2015/05,5/12/15,Washington Nationals sent RHPCasey Janssenon a rehab assignment to Harrisburg Senators.
2015/05,5/14/15,Washington Nationals sent RHPErik Davison a rehab assignment to Harrisburg Senators.
2015/05,5/15/15,Washington Nationals placed RHPDoug Fisteron the 15-day disabled list. Right forearm tightness.
2015/05,5/15/15,Washington Nationals recalledA.J. Colefrom Syracuse Chiefs.
2015/05,5/18/15,Washington Nationals sent LHPFelipe Riveroon a rehab assignment to Syracuse Chiefs.
2015/05,5/18/15,Washington Nationals optioned RHPErik Davisto Syracuse Chiefs.
2015/05,5/19/15,"Washington Nationals placed LFJayson Werthon the 15-day disabled list retroactive to May 16, 2015. left wrist contusion"
2015/05,5/19/15,Washington Nationals signed free agent RHPJeffrey Rosato a minor league contract.
2015/05,5/19/15,Washington Nationals recalledWilmer Difofrom Harrisburg Senators.
2015/05,5/21/15,Washington Nationals optioned LHPFelipe Riveroto Syracuse Chiefs.
2015/05,5/22/15,Sammy Solisroster status changed by Washington Nationals.
2015/05,5/22/15,Washington Nationals activated RHPCasey Janssenfrom the 15-day disabled list.
2015/05,5/24/15,Washington Nationals optioned RHPA.J. Coleto Syracuse Chiefs.
2015/05,5/24/15,Washington Nationals recalledTaylor Jordanfrom Syracuse Chiefs.
2015/05,5/29/15,Washington Nationals sent 3BAnthony Rendonon a rehab assignment to Harrisburg Senators.
2015/05,5/30/15,Washington Nationals placed RHPStephen Strasburgon the 15-day disabled list. Neck Tightness
2015/05,5/30/15,Washington Nationals recalledTaylor Hillfrom Syracuse Chiefs.
2015/04,4/1/15,CCraig Manuelassigned to Washington Nationals.
2015/04,4/1/15,Washington Nationals released LFKevin Frandsen.
2015/04,4/3/15,CPedro Severinoroster status changed by Washington Nationals.
2015/04,4/3/15,CRaudy Readassigned to Washington Nationals.
2015/04,4/3/15,2BAustin Davidsonassigned to Washington Nationals.
2015/04,4/3/15,1BJose Marmolejos-Diaz assigned to Washington Nationals.
2015/04,4/4/15,Washington Nationals selected the contract of 1BClint Robinsonfrom Syracuse Chiefs.
2015/04,4/5/15,"Washington Nationals placed 3BAnthony Rendonon the 15-day disabled list retroactive to March 27, 2015. Sprained left knee."
2015/04,4/5/15,"Washington Nationals placed LFNate McLouthon the 15-day disabled list retroactive to March 27, 2015. Right shoulder surgery."
2015/04,4/5/15,"Washington Nationals placed RHPCasey Janssenon the 15-day disabled list retroactive to March 27, 2015. Right shoulder inflammation."
2015/04,4/5/15,Erik Davisroster status changed by Washington Nationals.
2015/04,4/5/15,"Washington Nationals placed RFJayson Werthon the 15-day disabled list retroactive to March 27, 2015. Right AC joint surgery."
2015/04,4/5/15,"Washington Nationals placed CFDenard Spanon the 15-day disabled list retroactive to March 27, 2015. Right core muscle surgery."
2015/04,4/5/15,Washington Nationals selected the contract of LFReed Johnsonfrom Syracuse Chiefs.
2015/04,4/5/15,Washington Nationals selected the contract of 2BDan Ugglafrom Syracuse Chiefs.
2015/04,4/9/15,Washington Nationals sent RFJayson Werthon a rehab assignment to Potomac Nationals.
2015/04,4/9/15,Washington Nationals signed free agent RHPKevin Perezto a minor league contract.
2015/04,4/13/15,Washington Nationals activated LFJayson Werthfrom the 15-day disabled list.
2015/04,4/13/15,Washington Nationals optioned CFMatt den Dekkerto Syracuse Chiefs.
2015/04,4/14/15,Washington Nationals sent OFDenard Spanon a rehab assignment to Harrisburg Senators.
2015/04,4/14/15,Washington Nationals designated LHPXavier Cedenofor assignment.
2015/04,4/14/15,Washington Nationals selected the contract ofRafael Martinfrom Syracuse Chiefs.
2015/04,4/15/15,Washington Nationals placed RHPCraig Stammenon the 15-day disabled list. Right forearm stiffness
2015/04,4/15/15,Washington Nationals recalledTaylor Jordanfrom Syracuse Chiefs.
2015/04,4/16/15,Washington Nationals sent CFDenard Spanon a rehab assignment to Hagerstown Suns.
2015/04,4/16/15,Washington Nationals optioned RHPTaylor Jordanto Syracuse Chiefs.
2015/04,4/16/15,Washington Nationals recalled LHPFelipe Riverofrom Syracuse Chiefs.
2015/04,4/17/15,Washington Nationals signed free agent RHPJustin Amlungto a minor league contract.
2015/04,4/19/15,Washington Nationals activated CFDenard Spanfrom the 15-day disabled list.
2015/04,4/19/15,Washington Nationals optioned CFMichael Taylorto Syracuse Chiefs.
2015/04,4/22/15,Felipe Riveroroster status changed by Washington Nationals.
2015/04,4/22/15,WashingtonNationalstradedLHPXavierCedenotoLosAngelesDodgersforcash.
2015/04,4/22/15,Washington Nationals traded LHPXavier Cedenoto Los Angeles Dodgers for cash.
2015/04,4/22/15,Washington Nationals recalledMatt Gracefrom Syracuse Chiefs.
2015/04,4/24/15,Washington Nationals sent 3BAnthony Rendonon a rehab assignment to Harrisburg Senators.
2015/04,4/25/15,Washington Nationals signed free agent RHPJose Valverdeto a minor league contract.
2015/04,4/28/15,Washington Nationals optioned RHPRafael Martinto Syracuse Chiefs.
2015/04,4/28/15,Washington Nationals recalledA.J. Colefrom Syracuse Chiefs.
2015/04,4/29/15,Washington Nationals placed LFReed Johnsonon the 15-day disabled list. Left Calf Strain
2015/04,4/29/15,Washington Nationals optioned RHPA.J. Coleto Syracuse Chiefs.
2015/04,4/29/15,Washington Nationals recalled LHPSammy Solisfrom Harrisburg Senators.
2015/04,4/29/15,Washington Nationals recalledMichael Taylorfrom Syracuse Chiefs.
2015/03,3/1/15,Xavier Cedenochanged number to 29.
2015/03,3/1/15,Jeff Kobernuschanged number to .
2015/03,3/1/15,Michael Taylorchanged number to .
2015/03,3/3/15,Washington Nationals signed free agent CFTony Gwynn Jr.to a minor league contract and invited him to spring training.
2015/03,3/5/15,LFDerrick Robinsonassigned to Washington Nationals.
2015/03,3/6/15,OFIsaac Ballouassigned to Washington Nationals.
2015/03,3/6/15,Washington Nationals signed free agent RHPWarner Duranto a minor league contract.
2015/03,3/7/15,OFRafael Bautistaassigned to Washington Nationals.
2015/03,3/8/15,SSStephen Perezassigned to Washington Nationals.
2015/03,3/9/15,OFDrew Vettlesonassigned to Washington Nationals.
2015/03,3/10/15,OFCaleb Ramseyassigned to Washington Nationals.
2015/03,3/10/15,OFKevin Keyesassigned to Washington Nationals.
2015/03,3/12/15,RHPBrian Rauhassigned to Washington Nationals.
2015/03,3/13/15,Washington Nationals optionedJeff Kobernusto Syracuse Chiefs.
2015/03,3/14/15,CJeff Howellassigned to Washington Nationals.
2015/03,3/14/15,RHPAbel De Los Santosassigned to Washington Nationals.
2015/03,3/14/15,3BMario Lissonassigned to Washington Nationals.
2015/03,3/14/15,SSJason Martinsonassigned to Washington Nationals.
2015/03,3/14/15,LFMark Minicozziassigned to Washington Nationals.
2015/03,3/14/15,SSJosh Johnsonassigned to Washington Nationals.
2015/03,3/14/15,SSJason Martinsonassigned to Washington Nationals.
2015/03,3/14/15,OFKevin Mattisonassigned to Washington Nationals.
2015/03,3/14/15,OFRandolph Oduberassigned to Washington Nationals.
2015/03,3/14/15,LHPMatthew Spannassigned to Washington Nationals.
2015/03,3/14/15,1BShawn Pleffnerassigned to Washington Nationals.
2015/03,3/15/15,1BJohn Wootenassigned to Washington Nationals.
2015/03,3/15/15,RHPBrian Dupraassigned to Washington Nationals.
2015/03,3/15/15,SSJose Lozadaassigned to Washington Nationals.
2015/03,3/15/15,CFDelta Cleary Jr.assigned to Washington Nationals.
2015/03,3/15/15,Washington Nationals optioned RHPTaylor Hillto Syracuse Chiefs.
2015/03,3/16/15,Washington Nationals optioned LHPSammy Solisto Harrisburg Senators.
2015/03,3/16/15,Washington Nationals optioned CFBrian Goodwinto Syracuse Chiefs.
2015/03,3/16/15,Washington Nationals optioned LHPFelipe Riveroto Harrisburg Senators.
2015/03,3/17/15,RHPRobert Benincasaassigned to Washington Nationals.
2015/03,3/17/15,RHPColin Batesassigned to Washington Nationals.
2015/03,3/17/15,Washington Nationals released LFJeff Kobernus.
2015/03,3/18/15,Washington Nationals optioned RHPA.J. Coleto Syracuse Chiefs.
2015/03,3/19/15,Washington Nationals optioned CDan Butlerto Syracuse Chiefs.
2015/03,3/19/15,Washington Nationals optioned LHPMatt Graceto Syracuse Chiefs.
2015/03,3/19/15,Washington Nationals optioned SSWilmer Difoto Potomac Nationals.
2015/03,3/21/15,CCole Leonidaassigned to Washington Nationals.
2015/03,3/21/15,2B Christopher Bostick assigned to Washington Nationals.
2015/03,3/21/15,RHPLuis Torresassigned to Washington Nationals.
2015/03,3/21/15,2BTony Rendaassigned to Washington Nationals.
2015/03,3/22/15,RHPCody Davisassigned to Washington Nationals.
2015/03,3/23/15,3BDrew Wardassigned to Washington Nationals.
2015/03,3/23/15,CFDale Careyassigned to Washington Nationals.
2015/03,3/23/15,Washington Nationals optioned RHPTaylor Jordanto Syracuse Chiefs.
2015/03,3/23/15,Washington Nationals released RHPHeath Bell.
2015/03,3/27/15,IFRick Hagueassigned to Washington Nationals.
2015/03,3/30/15,SSAdrian Sanchezassigned to Washington Nationals.
2015/03,3/30/15,CFNarciso Mesaassigned to Washington Nationals.
2015/03,3/30/15,Washington Nationals traded CSandy Leonto Boston Red Sox for cash.
2015/03,3/30/15,WashingtonNationalstradedCSandyLeontoBostonRedSoxforcash.
2015/03,3/30/15,New York Mets traded CF Matt den Dekker to Washington Nationals for LHPJerry Blevins.
2015/03,3/30/15,New York Mets traded CFMatt den Dekkerto Washington Nationals for LHP Jerry Blevins.
2015/03,3/31/15,LFReed Johnsonassigned to Washington Nationals.
2015/03,3/31/15,CBrian Jerolomanassigned to Washington Nationals.
2015/02,2/2/15,Washington Nationals designatedEric Fornatarofor assignment.
2015/02,2/2/15,Washington Nationals signed free agent RHPCasey Janssen.
2015/02,2/4/15,Washington Nationals signed free agent RHPTim Aldersonto a minor league contract.
2015/02,2/9/15,Washington Nationals sent RHPEric Fornatarooutright to Syracuse Chiefs.
2015/02,2/12/15,Washington Nationals invited non-roster CPedro Severinoto spring training.
2015/02,2/12/15,Washington Nationals invited non-roster SSEmmanuel Burrissto spring training.
2015/02,2/12/15,Washington Nationals invited non-roster RHPRafael Martinto spring training.
2015/02,2/12/15,Washington Nationals invited non-roster RHPScott McGregorto spring training.
2015/02,2/12/15,Washington Nationals invited non-roster 2BCutter Dykstrato spring training.
2015/02,2/12/15,Washington Nationals invited non-roster CSpencer Kieboomto spring training.
2015/02,2/12/15,Washington Nationals invited non-roster RHPManny Delcarmento spring training.
2015/02,2/12/15,Washington Nationals invited non-roster 3BMatt Skoleto spring training.
2015/02,2/28/15,Washington Nationals signed free agent LHPRich Hillto a minor league contract and invited him to spring training.
2015/01,1/12/15,Washington Nationals signed free agent 1BMike Carpto a minor league contract and invited him to spring training.
2015/01,1/12/15,Washington Nationals signed free agent RHP Williantony Uribarri to a minor league contract.
2015/01,1/12/15,Washington Nationals signed free agent CSteven Lerudto a minor league contract and invited him to spring training.
2015/01,1/14/15,Washington Nationals traded LHP Danny Rosenbaum to Boston Red Sox for CDan Butler.
2015/01,1/14/15,Washington Nationals traded RHPTyler Clippardto Oakland Athletics for 3B Yunel Escobar.
2015/01,1/14/15,Washington Nationals traded RHP Tyler Clippard to Oakland Athletics for 3BYunel Escobar.
2015/01,1/14/15,Washington Nationals traded LHPDanny Rosenbaumto Boston Red Sox for C Dan Butler.
2015/01,1/15/15,Washington Nationals signed free agent CBrian Jerolomanto a minor league contract.
2015/01,1/20/15,Washington Nationals signed free agent 1BKila Ka'aihueto a minor league contract and invited him to spring training.
2015/01,1/21/15,Washington Nationals signed free agent RHPMax Scherzer.
2015/01,1/21/15,Washington Nationals signed free agent RHPEvan Meekto a minor league contract and invited him to spring training.
2015/01,1/23/15,Washington Nationals signed free agent LFDerrick Robinsonto a minor league contract.
2015/01,1/27/15,Washington Nationals signed free agent 3BGrant DeBruinto a minor league contract.
2014/12,12/12/14,Washington Nationals traded LHP Ross Detwiler to Texas Rangers for 2B Christopher Bostick and RHP Abel De Los Santos.
2014/12,12/12/14,Washington Nationals traded LHPRoss Detwilerto Texas Rangers for 2B Christopher Bostick and RHP Abel De Los Santos.
2014/12,12/12/14,Washington Nationals traded LHP Ross Detwiler to Texas Rangers for 2B Christopher Bostick and RHPAbel De Los Santos.
2014/12,12/12/14,Washington Nationals signed free agent RHPPaul Demnyto a minor league contract.
2014/12,12/12/14,Washington Nationals signed free agent RHPMitch Livelyto a minor league contract and invited him to spring training.
2014/12,12/12/14,Washington Nationals signed free agent 3BIan Stewartto a minor league contract and invited him to spring training.
2014/12,12/12/14,Washington Nationals signed free agent 3BMario Lissonto a minor league contract.
2014/12,12/12/14,Washington Nationals signed free agent CFDelta Cleary Jr.to a minor league contract.
2014/12,12/12/14,Washington Nationals signed free agent 1BClint Robinsonto a minor league contract and invited him to spring training.
2014/12,12/13/14,Washington Nationals signed free agent LHPRichard Bleierto a minor league contract.
2014/12,12/17/14,Washington Nationals signed free agent 3BJake Mayersto a minor league contract.
2014/12,12/19/14,Washington Nationals traded RF Steven Souza Jr. and LHPTravis Ottto Tampa Bay Rays.
2014/12,12/19/14,San Diego Padres traded RHPJoe Rossand Player To Be Named Later to Washington Nationals.
2014/12,12/19/14,Washington Nationals traded RFSteven Souza Jr.and LHP Travis Ott to Tampa Bay Rays.
2014/12,12/19/14,SanDiegoPadrestradedRHPJoeRossandPlayerToBeNamedLatertoWashingtonNationals.
2014/12,12/19/14,Washington Nationals signed free agent 2BDan Ugglato a minor league contract and invited him to spring training.
2014/12,12/22/14,Washington Nationals signed free agent RHPHeath Bellto a minor league contract and invited him to spring training.
2014/12,12/22/14,Washington Nationals signed free agent CFKevin Mattisonto a minor league contract.
2014/12,12/28/14,Washington Nationals signed free agent COmir Santosto a minor league contract.
2014/12,12/28/14,Washington Nationals signed free agent LFMark Minicozzito a minor league contract.
